Date;Lat;Lon;Dep;Mag;Place
2015.10.29;39.0990;43.7302;005.0;4.7;GORECEK-MURADIYE (VAN) [North West 2.4 km]
2015.10.28;40.8220;27.7642;014.3;4.5;MARMARA DENIZI
2015.10.28;39.4615;41.1892;002.2;3.6;YUVAKLI-TEKMAN (ERZURUM) [ 1.78 km]
2015.10.28;36.5207;28.9238;048.4;3.7;OLUDENIZ ACIKLARI-MUGLA (AKDENIZ)
2015.10.28;35.3468;27.0355;004.8;3.6;AKDENIZ
2015.10.27;35.0368;26.8127;009.6;3.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.10.26;39.7903;26.2667;006.7;4.6;GOKCEBAYIR-EZINE (CANAKKALE) [ .98 km]
2015.10.26;38.8993;38.2712;002.9;3.7;KOMURLUK-ARGUVAN (MALATYA) [South East 1.7 km]
2015.10.26;38.8833;38.1402;004.3;3.9;BALLIKAYA-HEKIMHAN (MALATYA) [ 5.2 km]
2015.10.26;38.8665;38.2370;001.6;4.2;KIZIK-ARGUVAN (MALATYA) [ .89 km]
2015.10.23;37.9783;26.8037;013.0;4.1;EGE DENIZI
2015.10.20;36.9413;28.0417;005.0;3.8;GOKOVA KORFEZI (AKDENIZ)
2015.10.18;39.1588;29.1355;009.4;3.7;INLICE-SIMAV (KUTAHYA) [North West 4.5 km]
2015.10.16;40.4463;29.1663;005.4;3.5;GEMLIK (BURSA) [North East 1.9 km]
2015.10.13;39.1407;29.0298;010.4;4.3;AHLATLICESME-SIMAV (KUTAHYA) [ .9 km]
2015.10.13;35.3850;27.6863;009.7;3.9;AKDENIZ
2015.10.12;39.3682;26.9378;003.0;3.6;KUMGEDIK-GOMEC (BALIKESIR) [North West 1.2 km]
2015.10.12;39.3647;26.9227;007.0;3.5;HACIHUSEYINLER-GOMEC (BALIKESIR) [North East 1.4 km]
2015.10.09;40.6758;36.6768;003.4;3.9;TEPEKISLA-ERBAA (TOKAT) [ 1.24 km]
2015.10.09;40.6823;36.6918;013.7;5.1;YOLDERE-ERBAA (TOKAT) [ 2.02 km]
2015.10.06;36.1678;29.8858;031.4;5.4;KALEUCAGIZ-DEMRE (ANTALYA) [ 4.92 km]
2015.10.06;39.1428;29.1495;001.0;3.6;INLICE-SIMAV (KUTAHYA) [North West 2.6 km]
2015.10.04;36.1227;29.6703;005.0;3.7;BAYINDIR-KAS (ANTALYA) [South 7.2 km]
2015.10.03;38.1842;38.9298;010.6;4.1;ORNEKKOY-PUTURGE (MALATYA) [East 1.8 km]
2015.10.03;40.6760;36.6892;002.5;3.5;TEPEKISLA-ERBAA (TOKAT) [East 2.3 km]
2015.09.29;37.0122;28.3688;005.8;3.6;SIRINKOY-ULA (MUGLA) [South West 1.8 km]
2015.09.29;40.9480;42.2238;004.1;3.6;BEGENDIK-OLUR (ERZURUM) [North West 4.4 km]
2015.09.28;35.1242;27.9790;012.3;3.6;AKDENIZ
2015.09.28;36.1147;29.6870;005.0;3.6;BAYINDIR-KAS (ANTALYA) [South 8.0 km]
2015.09.25;37.1502;28.5437;006.3;3.6;GOLCUK-ULA (MUGLA) [North East 2.1 km]
2015.09.24;35.9210;39.6615;027.9;4.1;SURIYE
2015.09.22;39.1495;29.1292;011.7;4.1;INLICE-SIMAV (KUTAHYA) [North West 4.2 km]
2015.09.22;39.1505;29.1297;010.7;4.1;INLICE-SIMAV (KUTAHYA) [North West 4.3 km]
2015.09.18;39.8122;30.4488;008.7;4.0;TEPEBASI (ESKISEHIR) [North West 4.2 km]
2015.09.17;35.3643;27.7957;013.4;3.5;AKDENIZ
2015.09.17;35.3593;27.8005;008.0;3.7;AKDENIZ
2015.09.17;35.4915;27.7298;007.4;3.8;AKDENIZ
2015.09.16;35.3880;27.7890;012.2;4.9;AKDENIZ
2015.09.16;38.5690;44.5308;005.0;4.1;KAPIKOY-SARAY (VAN) [ 22.17 km]
2015.09.16;36.1470;30.7850;080.0;3.9;AKDENIZ
2015.09.16;40.4300;42.2895;006.3;3.9;BEREKETLI-SENKAYA (ERZURUM) [South East 2.0 km]
2015.09.13;36.7068;30.0077;005.0;3.8;GECMEN-ELMALI (ANTALYA) [North East 2.4 km]
2015.09.13;37.1385;28.9018;005.0;4.5;ESENLER-BEYAGAC (DENIZLI) [South West 10.3 km]
2015.09.11;38.1110;38.5592;003.2;3.6;ARIKONAK-SINCIK (ADIYAMAN) [South West 1.0 km]
2015.09.10;38.8395;26.2778;015.4;4.9;EGE DENIZI
2015.09.10;39.1425;29.1357;004.6;3.5;INLICE-SIMAV (KUTAHYA) [North West 3.4 km]
2015.09.09;39.7300;42.3002;005.0;3.6;SARICICEK-KARAYAZI (ERZURUM) [North East 1.4 km]
2015.09.07;39.3977;43.9035;005.0;3.7;BINKAYA-DOGUBAYAZIT (AGRI) [South 5.6 km]
2015.09.07;39.1822;40.2135;008.4;4.5;BILEKKAYA-YAYLADERE (BINGOL) [South East 0.7 km]
2015.09.03;39.4050;43.9018;008.0;3.6;BINKAYA-DOGUBAYAZIT (AGRI) [South 4.8 km]
2015.09.03;39.5223;28.8642;007.4;3.7;HINDIKLER-DURSUNBEY (BALIKESIR) [North West 1.4 km]
2015.09.03;39.1485;29.1310;010.5;4.1;INLICE-SIMAV (KUTAHYA) [ 4.05 km]
2015.09.02;39.0987;29.1648;006.4;3.6;INLICE-SIMAV (KUTAHYA) [South 3.3 km]
2015.09.01;37.4957;42.9968;006.2;4.2;UZUNGECIT-ULUDERE (SIRNAK) [ .35 km]
2015.09.01;38.5658;42.9990;005.0;3.7;VAN GOLU
2015.09.01;37.1022;44.9992;009.0;4.1;IRAN
2015.08.31;37.3045;30.7395;127.5;3.8;KOCAALILER-BUCAK (BURDUR) [ 1.29 km]
2015.08.30;35.7495;32.2665;073.5;3.7;AKDENIZ
2015.08.30;37.3713;44.1417;028.1;3.5;DAGLICA-YUKSEKOVA (HAKKARI) [East 4.9 km]
2015.08.29;36.3217;27.6643;086.7;3.9;AKDENIZ
2015.08.29;40.8443;27.9300;010.1;3.6;MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA DENIZI)
2015.08.26;37.3030;36.9750;006.2;4.2;BAYRAMGAZI-PAZARCIK (KAHRAMANMARAS) [ .17 km]
2015.08.24;36.9950;30.6422;097.5;3.9;DUACI-KEPEZ (ANTALYA) [North West 2.7 km]
2015.08.24;38.6522;43.0765;001.6;3.9;VAN GOLU
2015.08.23;36.9043;44.4150;005.0;3.9;ANADAG-SEMDINLI (HAKKARI) [South East 14.7 km]
2015.08.23;37.5357;35.7227;002.2;4.0;BAGOZU-KOZAN (ADANA) [ 2.53 km]
2015.08.22;41.2375;40.6633;006.4;3.6;BALIKCI-PAZAR (RIZE) [North West 14.7 km]
2015.08.18;35.6450;31.3028;008.7;3.8;AKDENIZ
2015.08.18;35.6225;31.3192;004.1;4.1;AKDENIZ
2015.08.18;35.5823;31.3632;006.4;4.8;AKDENIZ
2015.08.18;39.3857;40.7388;002.8;3.6;KAYNARPINAR-KARLIOVA (BINGOL) [North West 2.9 km]
2015.08.15;39.3445;43.9743;007.8;4.1;SOMKAYA-DOGUBAYAZIT (AGRI) [South West 6.3 km]
2015.08.13;37.2698;38.6480;005.4;3.7;HISARLAR-BOZOVA (SANLIURFA) [North East 1.6 km]
2015.08.13;40.6993;29.2842;009.4;3.8;YALOVA ACIKLARI (MARMARA DENIZI)
2015.08.07;37.5572;35.7078;010.9;3.5;BAGOZU-KOZAN (ADANA) [West 2.9 km]
2015.08.07;37.5473;35.7143;005.0;3.6;BAGOZU-KOZAN (ADANA) [South West 2.4 km]
2015.08.05;38.1167;26.0167;010.5;3.9;EGE DENIZI
2015.08.05;41.2220;43.0925;005.8;3.6;AKKIRAZ-CILDIR (ARDAHAN) [South West 3.9 km]
2015.08.03;35.3657;27.8035;009.3;3.7;AKDENIZ
2015.08.01;36.6260;28.2515;074.0;3.6;BOZBURUN ACIKLARI-MUGLA (AKDENIZ)
2015.07.29;36.5142;35.0613;020.2;5.2;TUZLA ACIKLARI-ADANA (AKDENIZ)
2015.07.27;36.0987;31.1508;010.6;4.1;AKDENIZ
2015.07.25;37.1540;28.7335;005.0;4.0;TURGUT-ULA (MUGLA) [South East 3.8 km]
2015.07.24;36.0527;28.3510;026.7;3.7;AKDENIZ
2015.07.24;36.3120;28.8367;024.0;3.7;AKDENIZ
2015.07.24;36.6422;26.8010;132.5;4.7;AKDENIZ
2015.07.24;40.2513;26.3053;010.7;4.6;KOCADERE-ECEABAT (CANAKKALE) [North West 2.9 km]
2015.07.24;40.2435;26.2873;011.9;4.9;KOCADERE-ECEABAT (CANAKKALE) [North West 3.6 km]
2015.07.24;40.2427;26.3025;011.2;4.5;KOCADERE-ECEABAT (CANAKKALE) [North West 2.4 km]
2015.07.20;38.8640;26.8782;013.9;3.5;CANDARLI KORFEZI (EGE DENIZI)
2015.07.19;37.0608;27.5032;011.5;3.6;CAMLIK-BODRUM (MUGLA) [South West 3.1 km]
2015.07.19;39.2525;39.8327;005.0;3.5;BUYUKYURT-NAZIMIYE (TUNCELI) [North East 2.5 km]
2015.07.16;39.9123;43.2588;001.0;4.0;ASAGIKENT- (AGRI) [South West 4.8 km]
2015.07.12;35.5302;31.1793;071.4;3.5;AKDENIZ
2015.07.12;37.8460;27.2098;010.6;3.6;KUSADASI KORFEZI (EGE DENIZI)
2015.07.12;37.1435;28.7442;001.4;3.5;TURGUT-ULA (MUGLA) [South East 5.1 km]
2015.07.12;39.9142;43.2675;005.0;3.6;ASAGIKENT- (AGRI) [South West 4.4 km]
2015.07.12;36.9843;28.3742;007.0;4.1;SIRINKOY-ULA (MUGLA) [South 4.6 km]
2015.07.11;39.9078;43.3215;005.0;3.6;KOCBASI- (AGRI) [South 3.5 km]
2015.07.09;36.8792;26.9508;009.4;4.3;ONIKI ADALAR (AKDENIZ)
2015.07.08;37.5730;29.5158;005.0;3.6;DUDEN-YESILOVA (BURDUR) [South West 4.1 km]
2015.07.08;37.6112;29.5205;006.8;4.2;DUDEN-YESILOVA (BURDUR) [North West 4.2 km]
2015.07.07;40.8203;31.2912;005.6;3.8;DARIYERIYORUKLER-KAYNASLI (DUZCE) [North 1.8 km]
2015.07.06;38.2527;26.5805;020.3;4.1;ZEYTINLER-URLA (IZMIR) [South East 3.9 km]
2015.07.05;40.3958;34.3867;001.5;3.6;UCOLUK-SUNGURLU (CORUM) [North East 2.9 km]
2015.07.03;36.9650;28.3537;005.0;3.7;CETIBELI-MARMARIS (MUGLA) [South East 5.6 km]
2015.07.03;36.9802;28.3388;013.1;3.8;CETIBELI-MARMARIS (MUGLA) [South East 3.6 km]
2015.07.03;36.5492;28.3212;055.4;3.8;AKDENIZ
2015.07.02;39.6805;27.8470;005.5;4.0;KABAKDERE- (BALIKESIR) [South East 1.7 km]
2015.07.01;40.4098;34.3917;006.5;3.5;BUYUKERIKLI-UGURLUDAG (CORUM) [South East 2.5 km]
2015.06.30;35.8233;35.2410;017.9;3.5;AKDENIZ
2015.06.30;35.1192;26.8187;011.7;3.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.06.30;39.6710;27.8610;007.9;3.8;KABAKDERE- (BALIKESIR) [South East 3.2 km]
2015.06.29;38.6380;44.3265;005.0;3.7;KURUCAN-SARAY (VAN) [North East 5.6 km]
2015.06.29;38.3790;39.2218;010.0;3.5;DORTBOLUK-SIVRICE (ELAZIG) [South 1.7 km]
2015.06.27;37.0743;28.7652;005.0;3.7;YAYLA-KOYCEGIZ (MUGLA) [ 4.73 km]
2015.06.27;37.1122;28.7788;005.0;3.8;YAYLA-KOYCEGIZ (MUGLA) [ 9.11 km]
2015.06.26;39.3020;27.6313;009.3;3.6;KIZILOREN-SOMA (MANISA) [North 0.7 km]
2015.06.25;39.7370;43.6125;004.8;3.5;AKTARLA-DOGUBAYAZIT (AGRI) [North East 0.5 km]
2015.06.24;36.7123;27.1110;137.0;4.4;ONIKI ADALAR (AKDENIZ)
2015.06.23;38.6678;43.1672;005.0;4.5;MOLLAKASIM- (VAN) [South West 2.2 km]
2015.06.22;38.5387;43.0682;003.7;3.7;VAN GOLU
2015.06.22;40.3677;42.2590;003.0;3.5;GOZEBASI-SENKAYA (ERZURUM) [South West 4.2 km]
2015.06.22;40.3977;42.2597;004.8;3.5;ESENYURT-SENKAYA (ERZURUM) [South West 2.2 km]
2015.06.21;36.8458;44.1928;005.0;3.5;IRAK
2015.06.20;36.9805;28.3540;002.0;3.5;CETIBELI-MARMARIS (MUGLA) [South East 4.8 km]
2015.06.17;39.6018;33.2735;003.9;3.9;SEHRIBAN-BALA (ANKARA) [South East 1.9 km]
2015.06.15;35.1255;26.6792;007.9;3.5;GIRIT ADASI (AKDENIZ)
2015.06.13;38.6520;40.1307;005.0;3.7;ALTINOLCEK-PALU (ELAZIG) [South East 4.8 km]
2015.06.09;35.0993;26.7555;008.5;5.3;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.06.01;37.5195;44.0742;001.0;4.0;KADIKOY-YUKSEKOVA (HAKKARI) [South West 6.4 km]
2015.05.29;36.9145;27.6083;010.4;4.2;GOKOVA KORFEZI (AKDENIZ)
2015.05.29;35.1588;26.6963;008.0;4.0;GIRIT ADASI (AKDENIZ)
2015.05.28;35.5408;27.1078;070.8;3.8;AKDENIZ
2015.05.28;35.0767;26.7493;012.5;4.3;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.28;35.0273;26.7640;019.2;4.1;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.28;35.1937;26.9667;005.0;3.5;GIRIT ADASI (AKDENIZ)
2015.05.25;36.9213;27.5853;013.3;3.6;GOKOVA KORFEZI (AKDENIZ)
2015.05.24;38.8853;43.5883;005.0;3.5;SAGLAMTAS- (VAN) [South West 1.8 km]
2015.05.24;35.1218;26.8470;016.6;3.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.23;35.9107;30.8455;014.8;3.5;AKDENIZ
2015.05.22;35.2427;26.7595;006.2;4.1;GIRIT ADASI (AKDENIZ)
2015.05.22;35.7800;27.2410;013.4;3.8;AKDENIZ
2015.05.21;38.8200;43.5807;001.1;3.6;AKCIFT- (VAN) [South 1.4 km]
2015.05.21;35.2168;26.8067;009.2;3.5;GIRIT ADASI (AKDENIZ)
2015.05.21;35.2225;26.8088;005.0;3.5;GIRIT ADASI (AKDENIZ)
2015.05.21;35.2515;26.7950;006.9;3.6;GIRIT ADASI (AKDENIZ)
2015.05.20;38.2800;29.7068;004.0;3.5;MENTES-CIVRIL (DENIZLI) [North West 1.2 km]
2015.05.17;35.6297;27.6995;009.4;3.5;AKDENIZ
2015.05.16;35.2398;26.7357;008.4;3.9;GIRIT ADASI (AKDENIZ)
2015.05.13;35.2130;27.0895;011.6;3.6;AKDENIZ
2015.05.11;39.9972;33.2363;004.7;3.9;ELMADAG (ANKARA) [North 8.4 km]
2015.05.11;35.0307;26.7578;018.0;3.8;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.11;35.0863;26.8658;019.6;4.4;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.11;40.4153;29.1253;008.1;3.9;ENGURUCUK-GEMLIK (BURSA) [North West 2.3 km]
2015.05.10;38.6633;40.1505;005.0;3.5;GULLUCE-PALU (ELAZIG) [South East 3.9 km]
2015.05.09;38.6652;40.1505;007.8;3.9;GULLUCE-PALU (ELAZIG) [South East 3.7 km]
2015.05.08;41.7682;33.3580;001.3;3.9;CAMLIBUK-AZDAVAY (KASTAMONU) [South West 2.2 km]
2015.05.05;35.1928;26.8133;012.5;3.5;GIRIT ADASI (AKDENIZ)
2015.05.03;35.0422;26.9162;010.8;3.7;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.05.02;40.8445;32.4925;001.8;4.1;IMAMLAR-GEREDE (BOLU) [North East 0.9 km]
2015.04.30;36.1718;29.6483;005.6;3.5;KAS (ANTALYA) [South East 3.2 km]
2015.04.28;38.9015;43.5832;002.1;4.0;CAKIRBEY- (VAN) [South West 0.4 km]
2015.04.28;37.0645;28.5478;007.2;4.1;BALCILAR-KOYCEGIZ (MUGLA) [South West 3.2 km]
2015.04.27;35.2125;26.8142;007.3;4.1;GIRIT ADASI (AKDENIZ)
2015.04.27;35.3123;26.7485;005.0;3.5;GIRIT ADASI (AKDENIZ)
2015.04.24;35.1803;26.8603;006.2;3.9;GIRIT ADASI (AKDENIZ)
2015.04.23;39.9948;28.7315;007.2;3.5;OMERALTI-MUSTAFAKEMALPASA (BURSA) [North West 3.2 km]
2015.04.22;35.1647;26.8280;009.7;3.5;GIRIT ADASI (AKDENIZ)
2015.04.22;35.2033;26.7825;011.6;3.9;GIRIT ADASI (AKDENIZ)
2015.04.22;35.2498;26.7933;002.4;4.1;GIRIT ADASI (AKDENIZ)
2015.04.21;35.1812;26.8405;009.5;4.1;GIRIT ADASI (AKDENIZ)
2015.04.21;35.1512;26.8077;007.4;3.5;GIRIT ADASI (AKDENIZ)
2015.04.21;35.1780;26.8160;005.0;3.5;GIRIT ADASI (AKDENIZ)
2015.04.21;35.2593;26.7757;005.9;4.0;GIRIT ADASI (AKDENIZ)
2015.04.20;35.2220;26.7527;013.3;4.2;GIRIT ADASI (AKDENIZ)
2015.04.19;35.2213;26.7885;008.8;3.7;GIRIT ADASI (AKDENIZ)
2015.04.19;35.0773;26.9585;010.4;3.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.19;35.1025;26.8393;004.2;3.7;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.19;35.1858;26.7888;005.0;3.5;GIRIT ADASI (AKDENIZ)
2015.04.19;35.2390;26.7412;004.4;3.6;GIRIT ADASI (AKDENIZ)
2015.04.18;35.0620;26.8220;006.0;3.8;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.18;39.9912;39.7062;005.3;3.6;ELMALI-DEMIROZU (BAYBURT) [South West 1.4 km]
2015.04.18;35.1040;26.8290;004.3;3.8;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.17;35.1823;26.6822;075.3;4.6;GIRIT ADASI (AKDENIZ)
2015.04.17;35.1070;26.8660;018.3;3.6;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.17;37.5922;38.6172;005.0;3.9;YESERDI-HILVAN (SANLIURFA) [North West 3.3 km]
2015.04.17;35.2135;26.7563;008.4;4.2;GIRIT ADASI (AKDENIZ)
2015.04.17;35.0048;26.7815;015.3;3.6;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.17;35.0075;26.7882;010.4;3.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.17;35.1015;26.8012;019.9;5.5;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.17;35.1273;26.7848;017.5;4.1;GIRIT ADASI (AKDENIZ)
2015.04.16;35.2838;27.6155;008.3;3.5;AKDENIZ
2015.04.16;35.0727;26.9663;018.0;4.2;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.0285;26.7450;017.4;3.6;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.0577;26.8292;018.6;3.7;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.0318;26.8707;013.9;4.3;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.1630;26.7827;018.5;4.0;GIRIT ADASI (AKDENIZ)
2015.04.16;35.1433;26.8608;016.9;4.9;GIRIT ADASI (AKDENIZ)
2015.04.16;35.0955;26.9023;018.2;5.0;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.1162;26.7740;018.3;4.1;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.1210;26.7925;018.3;3.9;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.04.16;35.1613;26.9055;029.4;6.1;GIRIT ADASI (AKDENIZ)
2015.04.16;39.1615;29.1030;008.2;3.7;SOGUT-SIMAV (KUTAHYA) [North East 4.3 km]
2015.04.11;39.3230;42.1630;009.2;3.5;DOGANBEY-KARACOBAN (ERZURUM) [North East 2.5 km]
2015.04.09;35.4345;31.0480;025.4;4.0;AKDENIZ
2015.04.08;35.2755;27.8362;018.3;4.5;AKDENIZ
2015.04.06;35.2807;27.6267;008.3;4.3;AKDENIZ
2015.04.06;36.2792;28.9297;017.9;3.6;AKDENIZ
2015.03.30;35.6007;32.2600;028.6;3.5;AKDENIZ
2015.03.28;36.6350;27.2195;125.2;3.6;ONIKI ADALAR (AKDENIZ)
2015.03.28;37.4820;36.4072;007.7;4.1;BOGAZOREN-ANDIRIN (KAHRAMANMARAS) [South East 0.3 km]
2015.03.28;38.8895;35.6162;005.0;3.8;SARAYCIK-KOCASINAN (KAYSERI) [South West 5.6 km]
2015.03.27;35.6898;26.6012;081.1;5.1;AKDENIZ
2015.03.27;37.9512;27.2213;007.4;4.0;KUSADASI KORFEZI (EGE DENIZI)
2015.03.26;39.9645;39.6682;005.0;3.6;OGUZ-KELKIT (GUMUSHANE) [South East 3.3 km]
2015.03.26;38.8912;35.6070;005.0;3.5;SARAYCIK-KOCASINAN (KAYSERI) [South West 6.2 km]
2015.03.26;38.8892;35.5953;005.0;3.8;SARAYCIK-KOCASINAN (KAYSERI) [South West 7.2 km]
2015.03.25;35.3523;32.4758;042.8;3.5;AKDENIZ
2015.03.24;37.0755;28.6330;007.1;3.9;KAVAKCALI-ULA (MUGLA) [South West 3.4 km]
2015.03.24;39.3288;27.4938;004.5;3.5;DEVLETHAN-SOMA (MANISA) [North West 0.3 km]
2015.03.19;39.6647;27.8587;009.4;3.8;BALIKESIR (BALIKESIR) [North West 3.0 km]
2015.03.18;39.6468;27.8552;003.4;3.7;BALIKESIR [North West 1.9 km]
2015.03.17;40.3662;41.6442;001.9;3.8;INCEDERE-TORTUM (ERZURUM) [East 1.8 km]
2015.03.17;36.4188;26.5993;108.2;4.5;AKDENIZ
2015.03.16;36.5048;27.8917;015.6;3.9;AKDENIZ
2015.03.12;35.5343;27.8173;008.4;3.9;AKDENIZ
2015.03.12;35.5735;27.7418;012.6;4.7;AKDENIZ
2015.03.11;35.6127;27.7197;010.6;3.7;AKDENIZ
2015.03.11;37.8407;29.6627;005.0;3.5;CARDAK (DENIZLI) [North West 1.8 km]
2015.03.10;39.7327;41.9852;005.0;3.6;KIRGINDERE-KARAYAZI (ERZURUM) [North 1.1 km]
2015.03.08;35.6092;27.2880;026.0;3.8;AKDENIZ
2015.02.27;38.6907;26.4083;017.4;4.1;HASSEKI-KARABURUN (IZMIR) [North West 3.1 km]
2015.02.26;39.9092;40.8290;005.0;3.5;KANDILLI-ASKALE (ERZURUM) [West 1.4 km]
2015.02.23;39.6585;27.8617;008.4;3.7;BALIKESIR (BALIKESIR) [North West 2.5 km]
2015.02.22;35.4323;27.7487;015.6;3.6;AKDENIZ
2015.02.18;36.8772;34.7695;021.6;3.6;YANPAR-AKDENIZ (MERSIN) [South East 6.4 km]
2015.02.16;37.1805;30.0155;005.0;4.7;TASKESIGI-KORKUTELI (ANTALYA) [South West 7.0 km]
2015.02.14;35.1948;27.4408;012.7;3.6;AKDENIZ
2015.02.13;35.3118;26.0612;005.4;3.5;GIRIT ADASI (AKDENIZ)
2015.02.12;38.1225;38.4532;006.6;3.7;AKSU-SINCIK (ADIYAMAN) [South West 5.0 km]
2015.02.11;35.4788;31.5747;003.4;3.7;AKDENIZ
2015.02.10;37.1802;30.0030;005.0;4.5;TASKESIGI-KORKUTELI (ANTALYA) [South West 7.9 km]
2015.02.10;36.0278;35.9750;011.6;4.6;MEYDAN-SAMANDAG (HATAY) [West 1.1 km]
2015.02.10;35.5070;40.4773;005.0;4.5;SURIYE
2015.02.09;39.4237;40.1490;004.7;4.1;AGASENLIGI-PULUMUR (TUNCELI) [North East 6.5 km]
2015.02.09;39.4430;40.1268;002.6;3.6;AGASENLIGI-PULUMUR (TUNCELI) [ 7.61 km]
2015.02.08;37.1783;30.0360;005.0;3.7;BASPINAR-KORKUTELI (ANTALYA) [West 5.1 km]
2015.02.04;38.0312;42.7320;003.3;4.1;AKYAYLA-BAHCESARAY (VAN) [North West 1.6 km]
2015.02.03;40.6215;35.2387;005.0;3.5;TANRIVERMIS-MECITOZU (CORUM) [South West 2.5 km]
2015.02.02;40.3413;26.0612;013.1;4.1;SAROS KORFEZI (EGE DENIZI)
2015.02.01;40.6965;27.5052;005.6;3.5;GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI)
2015.01.28;38.1082;38.4665;009.0;3.5;KARAKOSE-SINCIK (ADIYAMAN) [North West 4.9 km]
2015.01.28;41.3575;32.4592;007.8;3.5;OZBASI- (BARTIN) [South East 2.9 km]
2015.01.26;36.8588;44.9875;004.5;3.9;IRAN
2015.01.23;35.9693;31.0288;095.3;4.3;AKDENIZ
2015.01.23;40.0657;28.5903;005.0;4.5;UGURLUPINAR-MUSTAFAKEMALPASA (BURSA) [ .93 km]
2015.01.22;37.3995;36.3053;005.6;4.0;GOKAHMETLI-ANDIRIN (KAHRAMANMARAS) [ 1.23 km]
2015.01.22;36.5967;26.5458;141.2;3.5;AKDENIZ
2015.01.21;37.6305;30.0648;006.3;3.6;YARIKOY- (BURDUR) [North East 0.8 km]
2015.01.21;38.2965;42.8258;004.5;3.6;TORELI-GEVAS (VAN) [North East 2.5 km]
2015.01.21;38.3067;42.7920;005.1;3.6;TORELI-GEVAS (VAN) [North West 3.0 km]
2015.01.21;38.2423;42.8530;005.3;4.5;YANIKCAY-GEVAS (VAN) [ 4.28 km]
2015.01.19;39.3983;26.3338;013.4;4.2;EDREMIT KORFEZI (EGE DENIZI)
2015.01.18;38.2958;38.7777;005.6;3.5;KARSIYAKA-PUTURGE (MALATYA) [North West 3.6 km]
2015.01.17;35.0842;26.7005;007.1;3.7;GIRIT ADASI ACIKLARI (AKDENIZ)
2015.01.17;39.8770;30.3947;007.0;4.2;KARACOBANPINARI-TEPEBASI (ESKISEHIR) [ 5.56 km]
2015.01.13;35.5643;27.2508;010.0;3.7;AKDENIZ
2015.01.13;36.9530;28.2720;007.3;3.6;CAMLI-MARMARIS (MUGLA) [South East 3.0 km]
2015.01.11;38.7218;42.5488;005.0;3.5;ULUDERE-AHLAT (BITLIS) [South 5.8 km]
2015.01.11;37.2372;42.4783;005.3;3.8;SILOPI (SIRNAK) [South East 1.4 km]
2015.01.10;35.3262;26.1892;005.5;4.2;GIRIT ADASI (AKDENIZ)
2015.01.10;38.2128;27.0510;014.4;4.3;YENIKOY-MENDERES (IZMIR) [ .73 km]
2015.01.08;37.0822;36.8465;010.2;4.4;DURMUSLAR-NURDAGI (GAZIANTEP) [ 2.92 km]
2015.01.06;36.9725;34.4020;005.4;3.9;YUKSEKOLUK-TOROSLAR (MERSIN) [South West 2.0 km]
2015.01.06;39.3163;27.8680;008.8;3.5;GOKCUKUR-KIRKAGAC (MANISA) [North 3.0 km]
2015.01.05;38.3132;38.7915;001.9;3.8;BOLUKKAYA-PUTURGE (MALATYA) [North West 3.6 km]
2015.01.04;36.0217;31.7512;012.6;3.5;AKDENIZ

